"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","condition","answer","correct","operation","symbol_cue","trial_no","color_cue","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_neg","true_pos","false_pos","false_neg"
"","","","","","survey-text","238","1793532","0.0-186.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2504.7000000476837","task_switching","29","{""colorcue_switch_ans"":""26""}","training","","","","","","","","","","","","","","","colorcue_switch","26","true","subtract","","9","blue","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","239","1794535","0.0-187.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","colorcue_switch","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","240","1796599","0.0-188.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":2062.7999999523163}]","2063","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","241","1798493","0.0-189.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1890.8999999761581","task_switching","53","{""colorcue_switch_ans"":""56""}","experiment","","","","","","","","","","","","","","","colorcue_switch","56","true","add","","0","red","","","","","","","","","","","","",""
"","","","","","survey-text","242","1801798","0.0-190.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3300.7999999523163","task_switching","32","{""colorcue_switch_ans"":""29""}","experiment","","","","","","","","","","","","","","","colorcue_switch","29","true","subtract","","1","blue","","","","","","","","","","","","",""
"","","","","","survey-text","243","1804262","0.0-191.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2459.899999976158","task_switching","46","{""colorcue_switch_ans"":""49""}","experiment","","","","","","","","","","","","","","","colorcue_switch","49","true","add","","2","red","","","","","","","","","","","","",""
"","","","","","survey-text","244","1806470","0.0-192.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2204.2999999523163","task_switching","29","{""colorcue_switch_ans"":""26""}","experiment","","","","","","","","","","","","","","","colorcue_switch","26","true","subtract","","3","blue","","","","","","","","","","","","",""
"","","","","","survey-text","245","1808550","0.0-193.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2075.2999999523163","task_switching","49","{""colorcue_switch_ans"":""52""}","experiment","","","","","","","","","","","","","","","colorcue_switch","52","true","add","","4","red","","","","","","","","","","","","",""
"","","","","","survey-text","246","1810413","0.0-194.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1859.3000000715256","task_switching","64","{""colorcue_switch_ans"":""61""}","experiment","","","","","","","","","","","","","","","colorcue_switch","61","true","subtract","","5","blue","","","","","","","","","","","","",""
"","","","","","survey-text","247","1812158","0.0-195.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1740.6000000238419","task_switching","33","{""colorcue_switch_ans"":""36""}","experiment","","","","","","","","","","","","","","","colorcue_switch","36","true","add","","6","red","","","","","","","","","","","","",""
"","","","","","survey-text","248","1814798","0.0-196.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2636","task_switching","75","{""colorcue_switch_ans"":""72""}","experiment","","","","","","","","","","","","","","","colorcue_switch","72","true","subtract","","7","blue","","","","","","","","","","","","",""
"","","","","","survey-text","249","1817894","0.0-197.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3092","task_switching","31","{""colorcue_switch_ans"":""34""}","experiment","","","","","","","","","","","","","","","colorcue_switch","34","true","add","","8","red","","","","","","","","","","","","",""
"","","","","","survey-text","250","1820126","0.0-198.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2228.100000023842","task_switching","87","{""colorcue_switch_ans"":""84""}","experiment","","","","","","","","","","","","","","","colorcue_switch","84","true","subtract","","9","blue","","","","","","","","","","","","",""
"","","","","","survey-text","251","1822110","0.0-199.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1980.1000000238419","task_switching","55","{""colorcue_switch_ans"":""58""}","experiment","","","","","","","","","","","","","","","colorcue_switch","58","true","add","","10","red","","","","","","","","","","","","",""
"","","","","","survey-text","252","1824390","0.0-200.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2276.100000023842","task_switching","67","{""colorcue_switch_ans"":""64""}","experiment","","","","","","","","","","","","","","","colorcue_switch","64","true","subtract","","11","blue","","","","","","","","","","","","",""
"","","","","","survey-text","253","1827990","0.0-201.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3595.600000023842","task_switching","28","{""colorcue_switch_ans"":""31""}","experiment","","","","","","","","","","","","","","","colorcue_switch","31","true","add","","12","red","","","","","","","","","","","","",""
"","","","","","survey-text","254","1832559","0.0-202.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","4565.399999976158","task_switching","62","{""colorcue_switch_ans"":""59""}","experiment","","","","","","","","","","","","","","","colorcue_switch","59","true","subtract","","13","blue","","","","","","","","","","","","",""
"","","","","","survey-text","255","1834566","0.0-203.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2001.8999999761581","task_switching","44","{""colorcue_switch_ans"":""47""}","experiment","","","","","","","","","","","","","","","colorcue_switch","47","true","add","","14","red","","","","","","","","","","","","",""
"","","","","","survey-text","256","1840110","0.0-204.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","5539.899999976158","task_switching","54","{""colorcue_switch_ans"":""51""}","experiment","","","","","","","","","","","","","","","colorcue_switch","51","true","subtract","","15","blue","","","","","","","","","","","","",""
"","","","","","survey-text","257","1842118","0.0-205.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2004.1000000238419","task_switching","61","{""colorcue_switch_ans"":""64""}","experiment","","","","","","","","","","","","","","","colorcue_switch","64","true","add","","16","red","","","","","","","","","","","","",""
"","","","","","survey-text","258","1844477","0.0-206.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2355.600000023842","task_switching","69","{""colorcue_switch_ans"":""66""}","experiment","","","","","","","","","","","","","","","colorcue_switch","66","true","subtract","","17","blue","","","","","","","","","","","","",""
"","","","","","survey-text","259","1847110","0.0-207.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2628.100000023842","task_switching","16","{""colorcue_switch_ans"":""19""}","experiment","","","","","","","","","","","","","","","colorcue_switch","19","true","add","","18","red","","","","","","","","","","","","",""
"","","","","","survey-text","260","1849405","0.0-208.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2291.899999976158","task_switching","60","{""colorcue_switch_ans"":""57""}","experiment","","","","","","","","","","","","","","","colorcue_switch","57","true","subtract","","19","blue","","","","","","","","","","","","",""
"","","","","","survey-text","261","1851734","0.0-209.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2324.600000023842","task_switching","35","{""colorcue_switch_ans"":""38""}","experiment","","","","","","","","","","","","","","","colorcue_switch","38","true","add","","20","red","","","","","","","","","","","","",""
"","","","","","survey-text","262","1854126","0.0-210.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2388.100000023842","task_switching","84","{""colorcue_switch_ans"":""81""}","experiment","","","","","","","","","","","","","","","colorcue_switch","81","true","subtract","","21","blue","","","","","","","","","","","","",""
"","","","","","survey-text","263","1856173","0.0-211.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2044.5","task_switching","73","{""colorcue_switch_ans"":""76""}","experiment","","","","","","","","","","","","","","","colorcue_switch","76","true","add","","22","red","","","","","","","","","","","","",""
"","","","","","survey-text","264","1858173","0.0-212.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1996.2999999523163","task_switching","77","{""colorcue_switch_ans"":""74""}","experiment","","","","","","","","","","","","","","","colorcue_switch","74","true","subtract","","23","blue","","","","","","","","","","","","",""
"","","","","","survey-text","265","1862157","0.0-213.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3980.399999976158","task_switching","36","{""colorcue_switch_ans"":""39""}","experiment","","","","","","","","","","","","","","","colorcue_switch","39","true","add","","24","red","","","","","","","","","","","","",""
"","","","","","survey-text","266","1865013","0.0-214.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2852.100000023842","task_switching","24","{""colorcue_switch_ans"":""21""}","experiment","","","","","","","","","","","","","","","colorcue_switch","21","true","subtract","","25","blue","","","","","","","","","","","","",""
"","","","","","survey-text","267","1867509","0.0-215.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2492.100000023842","task_switching","20","{""colorcue_switch_ans"":""23""}","experiment","","","","","","","","","","","","","","","colorcue_switch","23","true","add","","26","red","","","","","","","","","","","","",""
"","","","","","survey-text","268","1871507","0.0-216.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3994.100000023842","task_switching","85","{""colorcue_switch_ans"":""82""}","experiment","","","","","","","","","","","","","","","colorcue_switch","82","true","subtract","","27","blue","","","","","","","","","","","","",""
"","","","","","survey-text","269","1874069","0.0-217.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2558.5","task_switching","38","{""colorcue_switch_ans"":""41""}","experiment","","","","","","","","","","","","","","","colorcue_switch","41","true","add","","28","red","","","","","","","","","","","","",""
"","","","","","survey-text","270","1877901","0.0-218.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3828.2000000476837","task_switching","40","{""colorcue_switch_ans"":""37""}","experiment","","","","","","","","","","","","","","","colorcue_switch","37","true","subtract","","29","blue","","","","","","","","","","","","",""
"","","","","","instructions","271","1929448","0.0-219.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":51545.200000047684}]","51545.60000002384","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","272","1932413","0.0-220.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2960.399999976158","task_switching","82","{""uncued_switch_ans"":""85""}","training","","","","","","","","","","","","","","","uncued_switch","85","true","add","","0","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","273","1933420","0.0-221.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","274","1935213","0.0-222.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1789.8000000715256","task_switching","48","{""uncued_switch_ans"":""45""}","training","","","","","","","","","","","","","","","uncued_switch","45","true","subtract","","1","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","275","1936216","0.0-223.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","276","1937789","0.0-224.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1569.7000000476837","task_switching","60","{""uncued_switch_ans"":""63""}","training","","","","","","","","","","","","","","","uncued_switch","63","true","add","","2","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","277","1938796","0.0-225.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","uncued_switch","","","","","","","","","","","","","","","","","","",""
